Posicion;Largometraje;Nacionalidad;Distribuidora;Recaudación;Año;RelPib;Puntuacion;TasteInd
11;REINO DE LOS CIELOS, EL;ESPAÑA;HISPANO FOXFILM S.A.E;11978118,3783;2005;5,62;6,6;-0,61
12;DEADPOOL;ESTADOS UNIDOS;HISPANO FOXFILM, S.A.;10196741,9;2016;4,23;7,4;-0,619999999999999
19;LEYENDA DE TARZAN, LA;REINO UNIDO;WARNER BROS ENTERTAINMENT ESPAÑA S.L.;6676585,64;2016;2,77;5,5;-0,62
15;CRONICAS DE NARNIA. LA TRAVESIA DEL VIAJERO DEL AL;ESTADOS UNIDOS;HISPANO FOX FILM S.A.;9333816,54;2010;4,02;6,2;-0,62
14;CAPITAN AMERICA: CIVIL WAR;ESTADOS UNIDOS;THE WALT DISNEY COMPANY IBERIA, S.L.;9727322,43;2016;4,04;7,1;-0,63
20;AIRBENDER: EL ULTIMO GUERRERO;ESTADOS UNIDOS;PARAMOUNT SPAIN S.L.;7171709,55;2010;3,09;4,7;-0,63
15;TROLLS;ESTADOS UNIDOS;HISPANO FOXFILM, S.A.;9098755,79;2016;3,78;6,7;-0,64
17;AMAZING SPIDER-MAN, THE;ESTADOS UNIDOS;SONY PICTURES RELEASING DE ESPAÑA S.A.;9056783,02;2012;4,01;6,5;-0,640000000000001
9;GRU, MI VILLANO FAVORITO;ESTADOS UNIDOS;UNIVERSAL PICTURES INTERNATIONAL SPAIN S.L.;10558117,14;2010;4,55;7,1;-0,65
13;CHICKEN LITTLE;ESTADOS UNIDOS;THE WALT DISNEY COMPANY IBERIA,S.L.;8625615,7565;2005;4,05;5,6;-0,67
7;SEÑOR DE LOS ANILLOS: LAS DOS TORRES, EL;NUEVA ZELANDA;AURUM PRODUCCIONES S.A.;12983403,28;2003;6,83;8;-0,69
7;DJANGO DESENCADENADO;ESTADOS UNIDOS;SONY PICTURES RELEASING DE ESPAÑA S.A.;10517035,45;2013;4,67;7,8;-0,69
15;REGRESION;ESPAÑA;UNIVERSAL PICTURES INTERNATIONAL SPAIN S.L.;8925095,76;2015;3,83;5,3;-0,72
16;KARATE KID, THE;ESTADOS UNIDOS;SONY PICTURES RELEASING DE ESPAÑA S.A.;9093777,36;2010;3,92;6,2;-0,72
14;10.000;ESTADOS UNIDOS;WARNER BROS ENTERTAINMENT ESPAÑA S.L.;8311567,1;2008;3,42;5,1;-0,72
12;007: QUANTUM OF SOLACE;REINO UNIDO;SONY PICTURES RELEASING DE ESPAÑA S.A.;9081465,93;2008;3,74;6,1;-0,72
19;ESPANTATIBURONES, EL;ESTADOS UNIDOS;UNITED INTERNATIONAL PICTURES S.L.;8440998,3;2004;4,2;5,8;-0,73
12;DISCURSO DEL REY, EL;REINO UNIDO;DEA PLANETA S.L..;10025959,03;2011;4,38;7,6;-0,74
12;SLUMDOG MILLIONAIRE ¿QUIEN QUIERE SER MILLONARIO?;REINO UNIDO;SOCIEDAD GENERAL DE DERECHOS AUDIOVISUALES S.A.;10604098,86;2009;4,55;7,6;-0,74
16;VILLAVICIOSA DE AL LADO;ESPAÑA;WARNER BROS ENTERTAINMENT ESPAÑA S.L.;8188142,32;2016;3,4;4,8;-0,75
16;RIO;ESTADOS UNIDOS;HISPANO FOX FILM S.A.;9104426,58;2011;3,98;6,5;-0,76
13;LADO BUENO DE LAS COSAS, EL;ESTADOS UNIDOS;AURUM PRODUCCIONES S.A.;9240692,83;2013;4,1;7;-0,77
14;FAST & FURIOUS 5;ESTADOS UNIDOS;UNIVERSAL PICTURES INTERNATIONAL SPAIN S.L.;9911858,52;2011;4,33;7,1;-0,78
13;X 2;ESTADOS UNIDOS;HISPANO FOXFILM S.A.E;9159270,82;2003;4,82;6,8;-0,81
17;CENICIENTA;REINO UNIDO;THE WALT DISNEY COMPANY IBERIA, S.L.;7920192,26;2015;3,4;6,7;-0,81
8;X-MEN. LA DECISION FINAL;ESTADOS UNIDOS;HISPANO FOXFILM S.A.E;9621459,02;2006;4,24;6,3;-0,819999999999999
18;SHERLOCK HOLMES. JUEGO DE SOMBRAS;REINO UNIDO;WARNER BROS ENTERTAINMENT ESPAÑA S.L.;8630249,94;2012;3,83;7;-0,83
12;FAST & FURIOUS 6;ESPAÑA;UNIVERSAL PICTURES INTERNATIONAL SPAIN S.L.;9438569,11;2013;4,19;5,8;-0,84
17;AMOR CIEGO;ESTADOS UNIDOS;HISPANO FOXFILM S.A.E;7602678,26;2002;4,2;5,7;-0,84
12;RIO 2;ESTADOS UNIDOS;HISPANO FOX FILM S.A.;7978537,97;2014;3,5;6,3;-0,85
13;CISNE NEGRO;ESTADOS UNIDOS;HISPANO FOX FILM S.A.;10022757,65;2011;4,38;7,3;-0,850000000000001
19;SPECTRE;REINO UNIDO;SONY PICTURES RELEASING DE ESPAÑA S.A.;7198615,9;2015;3,09;6,3;-0,88
15;NOE;ESTADOS UNIDOS;PARAMOUNT SPAIN, S.L.;6748490,39;2014;2,96;5,5;-0,9
13;ERAGON;ESTADOS UNIDOS;HISPANO FOXFILM S.A.E;7465172,22;2006;3,29;4,9;-0,91
14;TIANA Y EL SAPO;ESTADOS UNIDOS;THE WALT DISNEY COMPANY IBERIA,S.L.;9354253,58;2010;4,03;6,7;-0,92
11;CRONICAS DE NARNIA. EL PRINCIPE CASPIAN, LAS;ESTADOS UNIDOS;THE WALT DISNEY COMPANY IBERIA,S.L.;9562722,44;2008;3,94;6,3;-0,94
21;BRIDGET JONES: SOBREVIVIRE;REINO UNIDO;UNITED INTERNATIONAL PICTURES S.L.;7743596,4;2004;3,85;6,1;-0,96
14;FRANCOTIRADOR, EL;ESTADOS UNIDOS;WARNER BROS ENTERTAINMENT ESPAÑA S.L.;9199729,59;2015;3,95;7,4;-0,99
15;ELYSIUM;ESTADOS UNIDOS;SONY PICTURES RELEASING DE ESPAÑA S.A.;7900971,31;2013;3,51;6,4;-0,99
20;DESCENDIENTES, LOS;ESTADOS UNIDOS;HISPANO FOX FILM S.A.;8543318,52;2012;3,79;6,7;-0,99
13;PLANET 51;ESPAÑA;DeA PLANETA S.L..;9929692,82;2009;4,26;5,6;-1
18;CUANDO MENOS TE LO ESPERAS... SOMETHING'S GOTTA GI;ESTADOS UNIDOS;WARNER SOGEFILMS A.I.E.;8498589,87;2004;4,23;6,3;-1
14;CHICAGO -UN FILM DE ROB MARSHALL-;ESTADOS UNIDOS;LAURENFILM, SOCIEDAD ANONIMA;8826513,06;2003;4,65;6,9;-1,04
17;LEYENDA DEL ZORRO, LA;ESTADOS UNIDOS;SONY PICTURES RELEASING DE ESPAÑA S.A.;8170120,26;2005;3,84;5,9;-1,06
17;THOR;ESTADOS UNIDOS;PARAMOUNT SPAIN S.L.;8515097,58;2011;3,72;6,6;-1,08
21;HULK;ESTADOS UNIDOS;UNITED INTERNATIONAL PICTURES S.L.;6896016,61;2003;3,63;5,3;-1,08
21;LORAX, EN BUSCA DE LA TRUFULA PERDIDA;ESTADOS UNIDOS;UNIVERSAL PICTURES INTERNATIONAL SPAIN S.L.;7760614,91;2012;3,44;6,3;-1,09
9;NIÑO CON EL PIJAMA DE RAYAS, EL;REINO UNIDO;THE WALT DISNEY COMPANY IBERIA,S.L.;10559250,98;2008;4,35;7,7;-1,09
19;JUEGOS DEL HAMBRE, LOS;ESTADOS UNIDOS;WARNER BROS ENTERTAINMENT ESPAÑA S.L.;8579951,38;2012;3,8;6,9;-1,1
11;MALDITOS BASTARDOS;ESTADOS UNIDOS;UNIVERSAL PICTURES INTERNATIONAL SPAIN S.L.;10915712,18;2009;4,68;7,9;-1,1
13;HIGH SCHOOL MUSICAL 3. FIN DE CURSO;ESTADOS UNIDOS;THE WALT DISNEY COMPANY IBERIA,S.L.;8850902,39;2008;3,64;6,1;-1,12
16;AHORA O NUNCA;ESPAÑA;SONY PICTURES RELEASING DE ESPAÑA S.A.;8274058,79;2015;3,55;5,5;-1,12
20;TRANSFORMERS: EL LADO OSCURO DE LA LUNA;ESTADOS UNIDOS;PARAMOUNT SPAIN S.L.;7711201,55;2011;3,37;6,1;-1,12
17;AMERICAN PIE ¡MENUDA BODA!;ESTADOS UNIDOS;UNITED INTERNATIONAL PICTURES S.L.;7619455,12;2003;4,01;6;-1,13
18;VIAJE DE ARLO (THE GOOD DINOSAUR), EL;ESTADOS UNIDOS;THE WALT DISNEY COMPANY IBERIA, S.L.;7726040,26;2015;3,32;6,6;-1,13
19;X-MEN ORIGENES: LOBEZNO;ESTADOS UNIDOS;HISPANO FOX FILM S.A.;8381646,9;2009;3,6;6,2;-1,13
25;SOMBRAS TENEBROSAS (DARK SHADOWS);REINO UNIDO;WARNER BROS ENTERTAINMENT ESPAÑA S.L.;6094767,02;2012;2,7;5,7;-1,16
15;PLAN DE VUELO: DESAPARECIDA;ESTADOS UNIDOS;THE WALT DISNEY COMPANY IBERIA,S.L.;8332543,7131;2005;3,91;6,2;-1,17
14;CHARLIE Y LA FABRICA DE CHOCOLATE;REINO UNIDO;WARNER SOGEFILMS A.I.E.;8353612,055;2005;3,92;6,7;-1,17
14;GRAVITY;REINO UNIDO;WARNER BROS ENTERTAINMENT ESPAÑA S.L.;8060994,59;2013;3,58;7,3;-1,18
11;ULTIMATUM DE BOURNE, EL;REINO UNIDO;UNIVERSAL PICTURES INTERNATIONAL SPAIN S.L.;9752129,7;2007;4,08;7,3;-1,2
21;OZ: UN MUNDO DE FANTASIA;ESTADOS UNIDOS;THE WALT DISNEY COMPANY IBERIA, S.L.;6429746,75;2013;2,86;5,7;-1,21
18;KUNG FU PANDA 2;ESTADOS UNIDOS;PARAMOUNT SPAIN S.L.;8328604,71;2011;3,64;6,7;-1,22
21;XXX;ESTADOS UNIDOS;COLUMBIA TRI-STAR FILMS DE ESPAÑA S.A,;6958819,96;2002;3,84;5,8;-1,26
7;CABALLERO OSCURO, EL;REINO UNIDO;WARNER BROS ENTERTAINMENT ESPAÑA S.L.;11027890,05;2008;4,54;8,3;-1,27
14;SIETE ALMAS;ESTADOS UNIDOS;SONY PICTURES RELEASING DE ESPAÑA S.A.;9908841,81;2009;4,25;7,5;-1,28
10;SEÑOR DE LOS ANILLOS: EL RETORNO DEL REY, EL;NUEVA ZELANDA;AURUM PRODUCCIONES S.A.;12586447,49;2004;6,26;8,2;-1,29
11;COMO ENTRENAR A TU DRAGON 2;ESTADOS UNIDOS;HISPANO FOX FILM S.A.;8759037,19;2014;3,85;7,6;-1,3
22;MEN IN BLACK 3;ESTADOS UNIDOS;SONY PICTURES RELEASING DE ESPAÑA S.A.;7271128,36;2012;3,22;6,3;-1,31
16;MASTER AND COMMANDER: AL OTRO LADO DEL MUNDO;ESTADOS UNIDOS;HISPANO FOXFILM S.A.E;8307057,69;2003;4,37;6,9;-1,32
18;300: EL ORIGEN DE UN IMPERIO;ESTADOS UNIDOS;WARNER BROS ENTERTAINMENT ESPAÑA S.L.;6615029,06;2014;2,9;6,1;-1,33
23;CUERPO DE ELITE;ESPAÑA;HISPANO FOXFILM, S.A.;6305470,87;2016;2,62;4,5;-1,35
7;HOBBIT: LA BATALLA DE LOS CINCO EJERCITOS, EL;NUEVA ZELANDA;WARNER BROS ENTERTAINMENT ESPAÑA S.L.;10681043,27;2014;4,69;7,2;-1,37
16;DRAGON ROJO, EL;ESTADOS UNIDOS;UNITED INTERNATIONAL PICTURES S.L.;7766139,07;2002;4,29;6,7;-1,37
21;APRENDIZ DE BRUJO (SORCERER'S APPRENTICE), EL;ESTADOS UNIDOS;THE WALT DISNEY COMPANY IBERIA,S.L.;7025756,58;2010;3,03;5,8;-1,37
13;EXODUS: DIOSES Y REYES;ESPAÑA;HISPANO FOX FILM S.A.;7812067,98;2014;3,43;5,6;-1,39
20;4 FANTASTICOS Y SILVER SURFER, LOS;ESTADOS UNIDOS;HISPANO FOXFILM S.A.E;7234846,81;2007;3,03;5,4;-1,39
13;COMO ENTRENAR A TU DRAGON;ESTADOS UNIDOS;PARAMOUNT SPAIN S.L.;9403555,61;2010;4,05;7,5;-1,39
22;RESACON 2 ¡AHORA EN TAILANDIA!;ESTADOS UNIDOS;WARNER BROS ENTERTAINMENT ESPAÑA S.L.;7230614,16;2011;3,16;6,2;-1,4
18;ROBOTS;ESTADOS UNIDOS;HISPANO FOXFILM S.A.E;7587976,3515;2005;3,56;6;-1,4
12;BABEL;ESTADOS UNIDOS;UNIVERSAL PICTURES INTERNATIONAL SPAIN S.L.;9362481,14;2007;3,92;6,9;-1,42
17;ALGO PASA EN LAS VEGAS;ESTADOS UNIDOS;HISPANO FOX FILM S.A.;7644093,22;2008;3,15;5,8;-1,42
22;GARFIELD 2;ESTADOS UNIDOS;HISPANO FOXFILM S.A.E;6576975,74;2006;2,9;5,1;-1,42
16;KING KONG;ESTADOS UNIDOS;UNITED INTERNATIONAL PICTURES S.L.;8298102,42;2005;3,9;6,6;-1,43
8;WALL-E BATALLON DE LIMPIEZA;ESTADOS UNIDOS;THE WALT DISNEY COMPANY IBERIA,S.L.;10587650,33;2008;4,36;7,8;-1,44
17;VAIANA;ESTADOS UNIDOS;THE WALT DISNEY COMPANY IBERIA, S.L.;8071844,56;2016;3,35;7,3;-1,44
18;VACACIONES DE MR. BEAN, LAS;REINO UNIDO;UNIVERSAL PICTURES INTERNATIONAL SPAIN S.L.;7354184,62;2007;3,08;6,1;-1,47
23;CRUELDAD INTOLERABLE;ESTADOS UNIDOS;UNITED INTERNATIONAL PICTURES S.L.;6720284,36;2003;3,54;5,8;-1,47
19;DOS POLICIAS REBELDES II;ESTADOS UNIDOS;COLUMBIA TRI-STAR FILMS DE ESPAÑA S.A,;7278073,13;2003;3,83;6,3;-1,49
16;PANTERA ROSA, LA;ESTADOS UNIDOS;HISPANO FOXFILM S.A.E;7084026,37;2006;3,12;5,6;-1,51
25;BOB ESPONJA: UN HEROE FUERA DEL AGUA;ESTADOS UNIDOS;PARAMOUNT SPAIN, S.L.;5542552,7;2015;2,38;5,7;-1,52
22;TERMINATOR SALVATION;ESTADOS UNIDOS;SONY PICTURES RELEASING DE ESPAÑA S.A.;6983435,43;2009;3;5,9;-1,55
23;DRACULA - LA LEYENDA JAMAS CONTADA;REINO UNIDO;UNIVERSAL PICTURES INTERNATIONAL SPAIN S.L.;5546188,41;2014;2,43;6,2;-1,56
10;INTERSTELLAR;ESTADOS UNIDOS;WARNER BROS ENTERTAINMENT ESPAÑA S.L.;8876748,19;2014;3,9;8,1;-1,56
19;HABITACION DEL PANICO, LA;ESTADOS UNIDOS;COLUMBIA TRI-STAR FILMS DE ESPAÑA S.A,;7190381;2002;3,97;6,5;-1,56
18;¡CANTA!;ESTADOS UNIDOS;UNIVERSAL PICTURES INTERNATIONAL SPAIN S.L.;7002916,72;2016;2,91;6,8;-1,57
23;LLANERO SOLITARIO, EL;ESTADOS UNIDOS;THE WALT DISNEY COMPANY IBERIA, S.L.;5912413,91;2013;2,63;5,9;-1,57
19;OBLIVION;ESTADOS UNIDOS;UNIVERSAL PICTURES INTERNATIONAL SPAIN S.L.;6558346,58;2013;2,91;6,4;-1,59
23;MAQUINA DEL TIEMPO, LA;ESTADOS UNIDOS;WARNER SOGEFILMS A.I.E.;6310196,55;2002;3,49;5,8;-1,61
25;GOTHIKA;ESTADOS UNIDOS;COLUMBIA TRI-STAR FILMS DE ESPAÑA S.A,;6647943,02;2004;3,31;5,8;-1,62
23;EVEREST;REINO UNIDO;UNIVERSAL PICTURES INTERNATIONAL SPAIN S.L.;6033897,16;2015;2,59;6,7;-1,62
16;AVENTURAS DE PEABODY Y SHERMAN, LAS;ESTADOS UNIDOS;HISPANO FOX FILM S.A.;6745939,31;2014;2,96;6,7;-1,64
20;POSEIDON;ESTADOS UNIDOS;WARNER BROS ENTERTAINMENT ESPAÑA S.L.;6652861,76;2006;2,93;5,5;-1,64
16;MAMA;ESPAÑA;UNIVERSAL PICTURES INTERNATIONAL SPAIN S.L.;7869703,59;2013;3,49;6;-1,66
20;DISNEY'S HERMANO OSO;ESTADOS UNIDOS;THE WALT DISNEY COMPANY IBERIA,S.L.;7903256,7;2004;3,93;6,9;-1,67
22;HOGAR DE MISS PEREGRINE PARA NIÑOS PECULIARES, EL;ESTADOS UNIDOS;HISPANO FOXFILM, S.A.;6338879,81;2016;2,63;6,5;-1,67
13;SOY LEYENDA;ESTADOS UNIDOS;WARNER BROS ENTERTAINMENT ESPAÑA S.L.;8748148,25;2007;3,66;6,9;-1,68
14;OCEAN'S THIRTEEN;ESTADOS UNIDOS;WARNER BROS ENTERTAINMENT ESPAÑA S.L.;8062713,64;2007;3,37;6,5;-1,72
18;8 MILLAS;ESTADOS UNIDOS;UNITED INTERNATIONAL PICTURES S.L.;7433068,79;2003;3,91;6,8;-1,72
11;007: CASINO ROYALE;REINO UNIDO;SONY PICTURES RELEASING DE ESPAÑA S.A.;8288433,02;2006;3,65;7,3;-1,72
19;AMAZING SPIDER-MAN 2. EL PODER DE ELECTRO, THE;ESTADOS UNIDOS;SONY PICTURES RELEASING DE ESPAÑA S.A.;6269337,99;2014;2,75;6,5;-1,73
15;JUNGLA 4.0, LA;ESTADOS UNIDOS;HISPANO FOXFILM S.A.E;7853939,28;2007;3,29;6,4;-1,74
24;NIÑOS GRANDES;ESTADOS UNIDOS;SONY PICTURES RELEASING DE ESPAÑA S.A.;6436769,67;2010;2,77;6;-1,75
15;ATRAPAME SI PUEDES;ESTADOS UNIDOS;UNITED INTERNATIONAL PICTURES S.L.;8359063,08;2003;4,4;7,7;-1,78
21;CIGÜEÑAS;ESTADOS UNIDOS;WARNER BROS ENTERTAINMENT ESPAÑA S.L.;6352562,51;2016;2,64;6,7;-1,78
21;HOME: HOGAR DULCE HOGAR;ESTADOS UNIDOS;HISPANO FOXFILM, S.A.;6492473,29;2015;2,79;6,8;-1,78
19;ISLA, LA;ESTADOS UNIDOS;WARNER SOGEFILMS A.I.E.;7385965,76;2005;3,47;6,5;-1,8
24;SPANISH MOVIE;ESPAÑA;HISPANO FOX FILM S.A.;6635295,96;2009;2,85;4,6;-1,8
19;INVICTUS;ESTADOS UNIDOS;WARNER BROS ENTERTAINMENT ESPAÑA S.L.;7694439,51;2010;3,32;7;-1,82
24;PETER PAN EN REGRESO AL PAIS DE NUNCA JAMAS;ESTADOS UNIDOS;THE WALT DISNEY COMPANY IBERIA,S.L.;6285562,22;2002;3,47;6,1;-1,82
24;DIOS MIO, ¿PERO QUE TE HEMOS HECHO?;FRANCIA;A CONTRACORRIENTE FILMS S.L.;5760452,82;2015;2,47;6,9;-1,83
20;THOR EL MUNDO OSCURO;ESTADOS UNIDOS;THE WALT DISNEY COMPANY IBERIA, S.L.;6489706,38;2013;2,88;6,8;-1,87
23;VIDA DE PI, LA;ESTADOS UNIDOS;HISPANO FOX FILM S.A.;7250221,62;2012;3,21;7,2;-1,87
25;HANNAH MONTANA - LA PELICULA;ESTADOS UNIDOS;THE WALT DISNEY COMPANY IBERIA,S.L.;6379403,77;2009;2,74;6;-1,87
25;JUMPER;ESTADOS UNIDOS;HISPANO FOX FILM S.A.;6702575,74;2008;2,76;5,9;-1,88
23;BEE MOVIE;ESTADOS UNIDOS;UNIVERSAL PICTURES INTERNATIONAL SPAIN S.L.;6480393,74;2007;2,71;5,7;-1,89
25;GNOMEO Y JULIETA;ESTADOS UNIDOS;THE WALT DISNEY COMPANY IBERIA,S.L.;5520558,17;2011;2,41;5,8;-1,9
22;HORTON;ESTADOS UNIDOS;HISPANO FOX FILM S.A.;7230049,9;2008;2,98;6,3;-1,9
16;MORTADELO Y FILEMON MISION:SALVAR LA TIERRA;ESPAÑA;ZETA AUDIOVISUAL,S.A.;7706810,77;2008;3,17;5,2;-1,93
21;ENEMIGOS PUBLICOS;ESTADOS UNIDOS;UNIVERSAL PICTURES INTERNATIONAL SPAIN S.L.;7243051,19;2009;3,11;6,7;-1,93
24;OCEAN`S TWELVE UNO MAS ENTRA EN JUEGO;ESTADOS UNIDOS;WARNER SOGEFILMS A.I.E.;6734128,2;2004;3,35;6,4;-1,95
17;SHUTTER ISLAND;ESTADOS UNIDOS;VERTICE CINE S.L.;8675097,14;2010;3,74;7,9;-1,95
20;QUEMAR DESPUES DE LEER;ESTADOS UNIDOS;UNIVERSAL PICTURES INTERNATIONAL SPAIN S.L.;7421285,54;2008;3,05;6,5;-1,95
17;TRANSFORMERS;ESTADOS UNIDOS;UNIVERSAL PICTURES INTERNATIONAL SPAIN S.L.;7620865,62;2007;3,19;6,6;-1,96
24;GHOST RIDER. EL MOTORISTA FANTASMA;ESTADOS UNIDOS;SONY PICTURES RELEASING DE ESPAÑA S.A.;5555586,99;2007;2,32;5,2;-1,97
22;ISI & DISI;ESPAÑA;LOLAFILMS DISTRIBUCION S.A.;7362347,17;2004;3,66;5,5;-1,98
20;GANGS OF NEW YORK;ESTADOS UNIDOS;MANGA FILMS S.L.;7267809,1;2003;3,83;7,1;-1,98
20;PUENTE DE LOS ESPIAS, EL;ESTADOS UNIDOS;HISPANO FOXFILM, S.A.;6606666,76;2015;2,84;7,2;-1,98
21;HITCH: ESPECIALISTA EN LIGUES;ESTADOS UNIDOS;SONY PICTURES RELEASING DE ESPAÑA S.A.;6863447,4;2005;3,22;6,4;-1,99
12;CRASH (COLISION);ESTADOS UNIDOS;MANGA FILMS S.L.;8226088,59;2006;3,62;7,2;-1,99
25;SALT;ESTADOS UNIDOS;SONY PICTURES RELEASING DE ESPAÑA S.A.;6121515,84;2010;2,64;6,2;-2
22;INTERPRETE, LA;ESTADOS UNIDOS;UNITED INTERNATIONAL PICTURES S.L.;6555699,5866;2005;3,08;6,2;-2
25;EXPEDIENTE WARREN: EL CASO ENFIELD (THE CONJURING);ESTADOS UNIDOS;WARNER BROS ENTERTAINMENT ESPAÑA S.L.;6266808,2;2016;2,6;7;-2,01
14;GUARDIANES DE LA GALAXIA;ESTADOS UNIDOS;THE WALT DISNEY COMPANY IBERIA, S.L.;7507623,87;2014;3,3;7,9;-2,04
15;CRIMENES DE OXFORD, LOS;ESPAÑA;WARNER BROS ENTERTAINMENT ESPAÑA S.L.;8201220,76;2008;3,37;5,7;-2,04
22;ASTERIX Y OBELIX MISION CLEOPATRA;FRANCIA;TRIPICTURES S.A.;6488625,91;2002;3,58;7,2;-2,05
17;MISSION: IMPOSSIBLE: III;ESTADOS UNIDOS;UNIVERSAL PICTURES INTERNATIONAL SPAIN S.L.;7044422,61;2006;3,1;6,5;-2,08
20;CAMINO A LA PERDICION;ESTADOS UNIDOS;HISPANO FOXFILM S.A.E;7128484,86;2002;3,94;7,3;-2,08
22;ROMPE RALPH!;ESTADOS UNIDOS;THE WALT DISNEY COMPANY IBERIA, S.L.;6398214,8;2013;2,84;7,1;-2,09
7;VOLVER;ESPAÑA;WARNER BROS ENTERTAINMENT ESPAÑA S.L.;10120241,88;2006;4,46;7,3;-2,11
19;ENCANTADA: LA HISTORIA DE GISELLE;ESTADOS UNIDOS;THE WALT DISNEY COMPANY IBERIA,S.L.;7244062,77;2007;3,03;6,6;-2,12
22;MISION: IMPOSIBLE. NACION SECRETA;ESTADOS UNIDOS;PARAMOUNT SPAIN, S.L.;6126549,07;2015;2,63;7,1;-2,13
20;BATMAN BEGINS;REINO UNIDO;WARNER SOGEFILMS A.I.E.;7308897,47;2005;3,43;7,5;-2,15
17;X-MEN: DIAS DEL FUTURO PASADO;ESTADOS UNIDOS;HISPANO FOX FILM S.A.;6677513,42;2014;2,93;7,5;-2,16
24;INVENCION DE HUGO, LA;ESTADOS UNIDOS;PARAMOUNT SPAIN, S.L.;6313869,54;2012;2,8;7;-2,16
20;CIEN AÑOS DE PERDON;ESPAÑA;HISPANO FOXFILM, S.A.;6634694,12;2016;2,75;6,1;-2,2
18;DEJA VU (CAMBIANDO EL PASADO);ESTADOS UNIDOS;THE WALT DISNEY COMPANY IBERIA,S.L.;6893782,6;2006;3,04;6,6;-2,2
21;CORREDOR DEL LABERINTO, EL;ESTADOS UNIDOS;HISPANO FOX FILM S.A.;5804647,93;2014;2,55;7;-2,23
23;FUGA DE CEREBROS;ESPAÑA;HISPANO FOX FILM S.A.;6863216,54;2009;2,95;5,5;-2,25
25;LOVE ACTUALLY;REINO UNIDO;UNITED INTERNATIONAL PICTURES S.L.;6049934,32;2003;3,18;7;-2,27
24;CAPITAN AMERICA: EL PRIMER VENGADOR;ESTADOS UNIDOS;PARAMOUNT SPAIN S.L.;5763040,4;2011;2,52;6,6;-2,28
10;INFILTRADOS;ESTADOS UNIDOS;WARNER BROS ENTERTAINMENT ESPAÑA S.L.;8446844,54;2006;3,72;7,9;-2,32
25;JOHN Q;ESTADOS UNIDOS;AURUM PRODUCCIONES S.A.;6252337,83;2002;3,45;7;-2,39
18;IRON MAN;ESTADOS UNIDOS;SONY PICTURES RELEASING DE ESPAÑA S.A.;7600470,02;2008;3,13;7,4;-2,43
21;TOURIST, THE;ESTADOS UNIDOS;SONY PICTURES RELEASING DE ESPAÑA S.A.;7401640,19;2011;3,23;8;-2,43
21;BORGIA, LOS;ESPAÑA;ENSUEÑO FILMS,S.L.;6598611,19;2006;2,91;5,4;-2,49
24;EXPEDIENTE WARREN: THE CONJURING;ESTADOS UNIDOS;WARNER BROS ENTERTAINMENT ESPAÑA S.L.;5898457,96;2013;2,62;7,4;-2,5
24;MATCH POINT;REINO UNIDO;ZETA AUDIOVISUAL,S.A.;6140768,04;2005;2,88;7,2;-2,52
24;KIKI, EL AMOR SE HACE;ESPAÑA;VERTIGO FILMS S.L;6277684,58;2016;2,6;6,4;-2,54
23;X-MEN: PRIMERA GENERACION;ESTADOS UNIDOS;HISPANO FOX FILM S.A.;5895791,49;2011;2,57;7,1;-2,54
18;LUNES AL SOL, LOS;ESPAÑA;WARNER SOGEFILMS A.I.E.;7577326,14;2002;4,19;7;-2,55
23;LOBO, EL;ESPAÑA;SOC. GRAL. DE DERECHOS AUDIOVISUALES S.A.;7070792,63;2004;3,52;6,2;-2,55
17;CELDA 211;ESPAÑA;PARAMOUNT SPAIN S.L.;8723484,75;2009;3,74;7,3;-2,56
23;QUE SE MUERAN LOS FEOS;ESPAÑA;WARNER BROS ENTERTAINMENT ESPAÑA S.L.;6766147,71;2010;2,92;6,1;-2,56
20;AUSTRALIA;ESTADOS UNIDOS;HISPANO FOX FILM S.A.;7452263,37;2009;3,2;7,9;-2,58
24;CARMEN;ESPAÑA;THE WALT DISNEY COMPANY IBERIA,S.L.;6299854,29;2003;3,32;5,8;-2,59
19;ILUSIONISTA, EL;ESTADOS UNIDOS;AURUM PRODUCCIONES S.A.;6692634,71;2006;2,95;7,1;-2,6
23;AVIADOR, EL;ESTADOS UNIDOS;HISPANO FOXFILM S.A.E;6275909,82;2005;2,95;7;-2,63
18;TRES METROS SOBRE EL CIELO;ESPAÑA;ZETA CINEMA,S.L.;8464994,39;2010;3,65;7,4;-2,63
15;BROKEBACK MOUNTAIN. EN TERRENO VEDADO;ESTADOS UNIDOS;UNIVERSAL PICTURES INTERNATIONAL SPAIN S.L.;7156458,86;2006;3,15;7,5;-2,64
22;CAPITAN AMERICA: EL SOLDADO DE INVIERNO;ESTADOS UNIDOS;THE WALT DISNEY COMPANY IBERIA, S.L.;5634671,63;2014;2,47;7,6;-2,68
21;DIAMANTE DE SANGRE;ESTADOS UNIDOS;WARNER BROS ENTERTAINMENT ESPAÑA S.L.;7086924,5;2007;2,97;7,4;-2,68
25;DIABLO VISTE DE PRADA, EL;ESTADOS UNIDOS;HISPANO FOXFILM S.A.E;6351905,94;2006;2,8;7;-2,69
23;AMERICAN GANGSTER;ESTADOS UNIDOS;UNIVERSAL PICTURES INTERNATIONAL SPAIN S.L.;6900315,7;2008;2,84;7,4;-2,72
19;MIDNIGHT IN PARIS;ESPAÑA;ALTA CLASSICS S.L UNIPERSONAL;7926916,74;2011;3,46;7,4;-2,73
